0	0.512803000000000	-0.00453500000000000	0.0101100000000000	-0.00557600000000000	-0.512803000000000
0	0.512695000000000	-0.0136080000000000	0.0303400000000000	-0.0167320000000000	-0.512695000000000
0	0.512479000000000	-0.0226940000000000	0.0505950000000000	-0.0279010000000000	-0.512479000000000
0	0.512156000000000	-0.0318000000000000	0.0708920000000000	-0.0390920000000000	-0.512156000000000
0	0.511726000000000	-0.0409350000000000	0.0912500000000000	-0.0503150000000000	-0.511726000000000
0	0.511189000000000	-0.0501070000000000	0.111685000000000	-0.0615780000000000	-0.511189000000000
0	0.510547000000000	-0.0593250000000000	0.132217000000000	-0.0728920000000000	-0.510547000000000
0	0.509800000000000	-0.0685980000000000	0.152865000000000	-0.0842670000000000	-0.509800000000000
0	0.508948000000000	-0.0779360000000000	0.173648000000000	-0.0957120000000000	-0.508948000000000
0	0.507993000000000	-0.0873480000000000	0.194587000000000	-0.107239000000000	-0.507993000000000
0	0.181864000000000	1.17526300000000	-2.62105400000000	1.44579100000000	-0.181864000000000
0	0.137594000000000	1.06549500000000	-2.38203100000000	1.31653600000000	-0.137594000000000
0	0.0801370000000000	0.964421000000000	-2.16131300000000	1.19689200000000	-0.0801370000000000
0	0.00902500000000000	0.869330000000000	-1.95289000000000	1.08356000000000	-0.00902500000000000
0	-0.0760770000000000	0.778014000000000	-1.75184000000000	0.973826000000000	0.0760770000000000
0	-0.137095000000000	0.706369000000000	-1.59411800000000	0.887749000000000	0.137095000000000
0	-0.172748000000000	0.651766000000000	-1.47414300000000	0.822377000000000	0.172748000000000
0	-0.220864000000000	0.595156000000000	-1.34900600000000	0.753850000000000	0.220864000000000
0	-0.281666000000000	0.535998000000000	-1.21742600000000	0.681429000000000	0.281666000000000
0	-0.355241000000000	0.473603000000000	-1.07779500000000	0.604191000000000	0.355241000000000
0	-2	0	4	-3	-7
0	-2	0	4	-3	-7
0	-2	0	4	-3	-7
0	-2	0	4	-3	2
0	2	-7	7	-4	-2
0	5	-7	7	-2	2
0	7	-7	7	-4	-2
0	4	-5	7	-2	2
0	4	-5	7	-4	-2
0	4	-5	7	-2	2
0	7	-5	7	-4	1
0	7	-5	7	-2	1
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
