0	0.512803000000000	-0.00453500000000000	0.0101100000000000	-0.00557600000000000	-0.512803000000000
0	0.512695000000000	-0.0136080000000000	0.0303400000000000	-0.0167320000000000	-0.512695000000000
0	0.512479000000000	-0.0226940000000000	0.0505950000000000	-0.0279010000000000	-0.512479000000000
0	0.512156000000000	-0.0318000000000000	0.0708920000000000	-0.0390920000000000	-0.512156000000000
0	0.511726000000000	-0.0409350000000000	0.0912500000000000	-0.0503150000000000	-0.511726000000000
0	0.511189000000000	-0.0501070000000000	0.111685000000000	-0.0615780000000000	-0.511189000000000
0	0.510547000000000	-0.0593250000000000	0.132217000000000	-0.0728920000000000	-0.510547000000000
0	0.509800000000000	-0.0685980000000000	0.152865000000000	-0.0842670000000000	-0.509800000000000
0	0.508948000000000	-0.0779360000000000	0.173648000000000	-0.0957120000000000	-0.508948000000000
0	0.507993000000000	-0.0873480000000000	0.194587000000000	-0.107239000000000	-0.507993000000000
0	0.614937000000000	-0.118744000000000	0.264475000000000	-0.145732000000000	-0.614937000000000
0	0.569464000000000	-0.122933000000000	0.273744000000000	-0.150810000000000	-0.569464000000000
0	0.514142000000000	-0.121955000000000	0.271501000000000	-0.149546000000000	-0.514142000000000
0	0.449111000000000	-0.115239000000000	0.256493000000000	-0.141254000000000	-0.449111000000000
0	0.374477000000000	-0.102433000000000	0.227944000000000	-0.125511000000000	-0.374477000000000
0	0.323629000000000	-0.0932640000000000	0.207503000000000	-0.114239000000000	-0.323629000000000
0	0.296349000000000	-0.0893270000000000	0.198710000000000	-0.109383000000000	-0.296349000000000
0	0.259242000000000	-0.0812700000000000	0.180760000000000	-0.0994890000000000	-0.259242000000000
0	0.212367000000000	-0.0687840000000000	0.152967000000000	-0.0841830000000000	-0.212367000000000
0	0.155755000000000	-0.0517280000000000	0.115025000000000	-0.0632970000000000	-0.155755000000000
0	-7	-2	-2	-2	10
0	-7	-2	-2	-2	10
0	-6	-2	0	0	10
0	-10	-2	0	0	10
0	-10	0	0	0	5
0	-10	0	0	0	5
0	-10	0	0	0	5
0	-10	0	0	0	5
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
